ntips	nhidden	rep	mean_time	median_time	method
32	9	47	9.2112978	9.1064075	tensorphylo
32	9	47	33.4944334	32.4474615	hisse
64	9	47	21.0278709	21.0570465	tensorphylo
64	9	47	54.2153947	53.8463045	hisse
128	9	47	40.4466066	40.32186	tensorphylo
128	9	47	85.4996124	86.3594685	hisse
256	9	47	79.6229307	79.3128395	tensorphylo
256	9	47	145.2959927	146.668029	hisse
512	9	47	183.0825234	181.9243595	tensorphylo
512	9	47	313.5557533	311.977118	hisse
1024	9	47	336.172735	329.645289	tensorphylo
1024	9	47	558.150466	559.5369015	hisse
32	0	48	2.5724302	2.5541565	tensorphylo
32	0	48	25.6807641	25.535251	hisse
64	0	48	5.1360003	5.085681	tensorphylo
64	0	48	39.5574519	39.400262	hisse
128	0	48	7.6991727	7.601605	tensorphylo
128	0	48	56.3334055	54.88957	hisse
256	0	48	16.6072263	16.144324	tensorphylo
256	0	48	105.5833107	102.1551285	hisse
512	0	48	35.5333347	33.890436	tensorphylo
512	0	48	210.6220717	212.889056	hisse
1024	0	48	72.2482812	66.655955	tensorphylo
1024	0	48	376.2826045	367.976271	hisse
32	1	48	3.0793788	3.0631715	tensorphylo
32	1	48	30.0628605	29.851444	hisse
64	1	48	7.244454	7.0382855	tensorphylo
64	1	48	56.2455302	56.5049085	hisse
128	1	48	12.8030454	11.994058	tensorphylo
128	1	48	93.0704059	85.8823925	hisse
256	1	48	25.3551995	24.6755015	tensorphylo
256	1	48	158.1927149	154.1755185	hisse
512	1	48	48.262043	46.983622	tensorphylo
512	1	48	295.0590461	293.312688	hisse
1024	1	48	98.3877369	92.5956095	tensorphylo
1024	1	48	571.7535116	580.5750675	hisse
32	2	48	3.9406576	3.9086735	tensorphylo
32	2	48	31.7881528	31.5741615	hisse
64	2	48	8.067939	7.9743565	tensorphylo
64	2	48	61.5081795	61.041497	hisse
128	2	48	16.5095397	16.382985	tensorphylo
128	2	48	96.8157149	96.6915915	hisse
256	2	48	29.9529641	29.334926	tensorphylo
256	2	48	177.0110835	172.2609055	hisse
512	2	48	63.1620621	61.6961645	tensorphylo
512	2	48	301.189403	301.456395	hisse
1024	2	48	128.1585339	123.298931	tensorphylo
1024	2	48	576.2284976	572.1073785	hisse
32	3	48	3.9229128	3.860724	tensorphylo
32	3	48	33.9127113	33.2644685	hisse
64	3	48	10.5101696	10.548234	tensorphylo
64	3	48	47.6493841	47.6582155	hisse
128	3	48	18.2556518	18.0681465	tensorphylo
128	3	48	97.3777019	99.118156	hisse
256	3	48	37.2301607	36.9325335	tensorphylo
256	3	48	164.8525704	166.2183665	hisse
512	3	48	75.2911413	73.732678	tensorphylo
512	3	48	305.262876	308.5847575	hisse
1024	3	48	143.9888963	137.265663	tensorphylo
1024	3	48	560.2160419	564.0068035	hisse
32	4	48	7.0556859	7.055567	tensorphylo
32	4	48	34.4983963	33.309712	hisse
64	4	48	10.9680945	10.875332	tensorphylo
64	4	48	59.5526722	57.5047345	hisse
128	4	48	22.3661396	22.279195	tensorphylo
128	4	48	83.8234914	83.1740555	hisse
256	4	48	40.9982985	40.6030585	tensorphylo
256	4	48	158.456882	160.8927945	hisse
512	4	48	91.0738248	89.876182	tensorphylo
512	4	48	295.5828252	291.9157565	hisse
1024	4	48	172.6877606	166.000472	tensorphylo
1024	4	48	530.8204892	509.0118635	hisse
32	5	48	6.3284279	6.293295	tensorphylo
32	5	48	36.5634515	36.2656275	hisse
64	5	48	14.1720313	14.096005	tensorphylo
64	5	48	62.4712818	60.481888	hisse
128	5	48	25.9711343	25.8088235	tensorphylo
128	5	48	92.2010706	92.9167625	hisse
256	5	48	52.3811121	51.9497675	tensorphylo
256	5	48	156.0510348	154.9093775	hisse
512	5	48	107.4143338	105.1933515	tensorphylo
512	5	48	265.3691749	254.5263805	hisse
1024	5	48	205.9694491	200.493444	tensorphylo
1024	5	48	530.2067397	528.155645	hisse
32	6	48	8.2714753	8.2230625	tensorphylo
32	6	48	30.0314094	29.194911	hisse
64	6	48	14.2181071	14.055825	tensorphylo
64	6	48	42.9232239	42.2225175	hisse
128	6	48	30.8763948	30.9742495	tensorphylo
128	6	48	89.0754028	87.5524045	hisse
256	6	48	58.4259307	58.1537235	tensorphylo
256	6	48	158.630599	157.976772	hisse
512	6	48	124.3345869	122.8531995	tensorphylo
512	6	48	306.352902	298.639941	hisse
1024	6	48	240.0395963	233.806764	tensorphylo
1024	6	48	535.9697817	538.23611	hisse
32	7	48	9.2564962	9.226066	tensorphylo
32	7	48	35.8388011	36.6128565	hisse
64	7	48	16.6708788	16.5667675	tensorphylo
64	7	48	61.1372525	50.4491675	hisse
128	7	48	32.6649747	32.607013	tensorphylo
128	7	48	84.4031617	85.35749	hisse
256	7	48	63.8171109	63.720273	tensorphylo
256	7	48	172.5772451	172.5035435	hisse
512	7	48	131.5498489	130.431947	tensorphylo
512	7	48	300.0827187	302.239741	hisse
1024	7	48	268.8056104	264.179769	tensorphylo
1024	7	48	555.3296086	546.779977	hisse
32	8	48	8.435381	8.484704	tensorphylo
32	8	48	40.1356872	38.032092	hisse
64	8	48	17.6308282	17.423606	tensorphylo
64	8	48	47.833716	49.129726	hisse
128	8	48	37.060269	36.662897	tensorphylo
128	8	48	76.3450996	75.9138985	hisse
256	8	48	76.6138341	76.5810095	tensorphylo
256	8	48	145.5018496	147.4552085	hisse
512	8	48	156.8144589	155.961089	tensorphylo
512	8	48	284.0396565	278.515747	hisse
1024	8	48	297.0073497	293.3423105	tensorphylo
1024	8	48	565.268804	549.698193	hisse
32	9	48	11.1445421	11.0331615	tensorphylo
32	9	48	31.7683621	31.3216015	hisse
64	9	48	23.9803957	23.973274	tensorphylo
64	9	48	56.0526662	56.1530055	hisse
128	9	48	41.1231927	41.1272845	tensorphylo
128	9	48	85.2237439	86.964362	hisse
256	9	48	89.777987	90.3506135	tensorphylo
256	9	48	155.3657608	160.142023	hisse
512	9	48	162.4598268	162.1349715	tensorphylo
512	9	48	299.1966923	300.346197	hisse
1024	9	48	330.3633384	323.999794	tensorphylo
1024	9	48	570.7072326	575.293386	hisse
32	0	49	2.4542149	2.44647	tensorphylo
32	0	49	20.720457	20.583558	hisse
64	0	49	4.730908	4.6975545	tensorphylo
64	0	49	37.4787765	36.976793	hisse
128	0	49	9.0399916	8.9374055	tensorphylo
128	0	49	60.635269	58.8727815	hisse
256	0	49	17.674895	17.295358	tensorphylo
256	0	49	103.3531403	100.221712	hisse
512	0	49	35.9024618	33.8415025	tensorphylo
512	0	49	164.9167395	161.7436265	hisse
1024	0	49	71.0531476	65.749732	tensorphylo
1024	0	49	363.5545112	344.2092475	hisse
32	1	49	3.565196	3.524811	tensorphylo
32	1	49	32.9257142	32.373231	hisse
64	1	49	6.4899433	6.5012265	tensorphylo
64	1	49	59.3898161	58.3293675	hisse
128	1	49	11.8989011	11.858594	tensorphylo
128	1	49	82.3496111	82.0140835	hisse
256	1	49	22.8855973	22.628146	tensorphylo
256	1	49	147.9759167	144.3619225	hisse
512	1	49	50.574566	49.161993	tensorphylo
512	1	49	304.9739859	311.6119105	hisse
1024	1	49	98.9120982	92.5516985	tensorphylo
1024	1	49	536.2043591	537.5855015	hisse
32	2	49	3.5412356	3.489387	tensorphylo
32	2	49	37.9218143	37.635581	hisse
64	2	49	6.6901217	6.583288	tensorphylo
64	2	49	61.2723516	59.2713835	hisse
128	2	49	17.4297642	17.3034555	tensorphylo
128	2	49	94.181059	95.764848	hisse
256	2	49	30.0219794	29.631397	tensorphylo
256	2	49	167.2923205	171.5644795	hisse
512	2	49	67.3551403	66.133943	tensorphylo
512	2	49	302.26717	292.6047205	hisse
1024	2	49	123.7655438	118.834933	tensorphylo
1024	2	49	536.0949547	544.9614425	hisse
32	3	49	5.542872	5.5317405	tensorphylo
32	3	49	32.5689117	32.324933	hisse
64	3	49	9.4481179	9.39474	tensorphylo
64	3	49	54.2195357	53.102339	hisse
128	3	49	17.1088531	16.9004665	tensorphylo
128	3	49	88.9914348	91.125903	hisse
256	3	49	35.5228756	35.363812	tensorphylo
256	3	49	155.5278994	155.336905	hisse
512	3	49	74.4557868	73.091356	tensorphylo
512	3	49	308.0008109	315.4741515	hisse
1024	3	49	150.7775328	145.0639245	tensorphylo
1024	3	49	570.6881225	569.8545105	hisse
32	4	49	6.339707	6.30293	tensorphylo
32	4	49	33.6264739	31.657043	hisse
64	4	49	12.3088191	12.2407755	tensorphylo
64	4	49	53.0315197	51.4818755	hisse
128	4	49	20.9960303	20.5919015	tensorphylo
128	4	49	82.6823466	83.367104	hisse
256	4	49	41.16687	40.8497145	tensorphylo
256	4	49	158.0908709	157.8207055	hisse
512	4	49	92.3891663	91.1960335	tensorphylo
512	4	49	306.5784594	315.8267925	hisse
1024	4	49	184.3470454	179.5897785	tensorphylo
1024	4	49	576.4751905	591.6388355	hisse
32	5	49	7.3962114	7.390209	tensorphylo
32	5	49	34.6868241	34.680424	hisse
64	5	49	11.6105194	11.5055225	tensorphylo
64	5	49	60.2524971	60.3684615	hisse
128	5	49	26.1228138	26.069932	tensorphylo
128	5	49	88.7037993	86.5760305	hisse
256	5	49	50.8374375	49.6312585	tensorphylo
256	5	49	151.5695011	145.4948345	hisse
512	5	49	97.4999434	96.649013	tensorphylo
512	5	49	292.0982885	298.595333	hisse
1024	5	49	215.4892473	209.0765685	tensorphylo
1024	5	49	555.2740208	534.998955	hisse
32	6	49	9.0919222	9.0365435	tensorphylo
32	6	49	37.6581638	36.0410295	hisse
64	6	49	14.2357986	14.1323105	tensorphylo
64	6	49	54.7501126	51.7012255	hisse
128	6	49	27.7313176	27.5814585	tensorphylo
128	6	49	89.2977376	88.006254	hisse
256	6	49	58.5390989	57.852599	tensorphylo
256	6	49	152.9535873	148.012829	hisse
512	6	49	119.9237577	119.0082605	tensorphylo
512	6	49	290.4959306	297.9398865	hisse
1024	6	49	239.5472027	234.316886	tensorphylo
1024	6	49	555.309248	552.821942	hisse
32	7	49	9.0434889	8.993309	tensorphylo
32	7	49	33.8681156	33.004508	hisse
64	7	49	18.0484091	17.9746665	tensorphylo
64	7	49	54.1912949	52.569749	hisse
128	7	49	34.209334	34.344101	tensorphylo
128	7	49	86.0655026	87.4697075	hisse
256	7	49	66.1988214	65.849895	tensorphylo
256	7	49	156.0580991	155.987698	hisse
512	7	49	135.4994281	134.9946115	tensorphylo
512	7	49	298.2713715	292.4195235	hisse
1024	7	49	274.9316787	270.0069145	tensorphylo
1024	7	49	551.5144643	547.9946225	hisse
32	8	49	9.6948026	9.623233	tensorphylo
32	8	49	36.4016983	36.3605425	hisse
64	8	49	20.0304188	20.0643545	tensorphylo
64	8	49	51.0647784	50.643446	hisse
128	8	49	36.0052939	35.9470575	tensorphylo
128	8	49	92.1952199	93.689428	hisse
256	8	49	76.7507864	76.2526405	tensorphylo
256	8	49	159.2132295	155.560232	hisse
512	8	49	153.7501107	152.331072	tensorphylo
512	8	49	282.9142475	280.6306295	hisse
1024	8	49	300.7322325	294.603081	tensorphylo
1024	8	49	569.1073757	558.1937415	hisse
32	9	49	10.9542488	10.9487015	tensorphylo
32	9	49	32.9801827	32.1323355	hisse
64	9	49	21.5548521	21.474406	tensorphylo
64	9	49	51.8963158	51.130239	hisse
128	9	49	41.3550518	41.3351135	tensorphylo
128	9	49	89.817224	90.785398	hisse
256	9	49	91.8354121	91.2975085	tensorphylo
256	9	49	160.2596151	159.620872	hisse
512	9	49	163.8661473	162.81264	tensorphylo
512	9	49	303.2693658	300.918106	hisse
1024	9	49	356.3325662	349.622293	tensorphylo
1024	9	49	577.5577176	564.9726405	hisse
32	0	50	2.4750757	2.467339	tensorphylo
32	0	50	25.6144753	25.7076765	hisse
64	0	50	4.7636998	4.6956685	tensorphylo
64	0	50	40.6332796	40.0394725	hisse
128	0	50	7.9654841	7.857691	tensorphylo
128	0	50	60.8917035	60.460609	hisse
256	0	50	16.7981469	16.483558	tensorphylo
256	0	50	104.5559286	104.172964	hisse
512	0	50	35.0854097	33.7025535	tensorphylo
512	0	50	194.9918016	191.504071	hisse
1024	0	50	74.4008386	69.1489395	tensorphylo
1024	0	50	359.6014224	359.111989	hisse
32	1	50	3.5184396	3.469953	tensorphylo
32	1	50	36.6901661	36.3120395	hisse
64	1	50	5.2788689	5.2252245	tensorphylo
64	1	50	63.6293145	61.5635705	hisse
128	1	50	12.6013295	12.5776315	tensorphylo
128	1	50	90.9143635	92.1774095	hisse
256	1	50	25.4962026	24.8885785	tensorphylo
256	1	50	163.6499912	165.41327	hisse
512	1	50	50.3482747	48.2800215	tensorphylo
512	1	50	301.0768334	289.8243875	hisse
1024	1	50	102.9584456	96.978407	tensorphylo
1024	1	50	538.4282401	536.761094	hisse
32	2	50	4.5508647	4.491017	tensorphylo
32	2	50	33.1781225	32.516403	hisse
64	2	50	8.560308	8.598643	tensorphylo
64	2	50	60.1102353	59.570417	hisse
128	2	50	15.7900676	15.7173295	tensorphylo
128	2	50	94.5289358	95.3070215	hisse
256	2	50	30.8200075	30.504205	tensorphylo
256	2	50	170.4382997	165.8729005	hisse
512	2	50	64.1190185	63.3166485	tensorphylo
512	2	50	279.244153	271.8686835	hisse
1024	2	50	126.2428089	121.6162295	tensorphylo
1024	2	50	535.7617887	517.0570065	hisse
32	3	50	4.4437071	4.3611495	tensorphylo
32	3	50	33.5642482	33.6258835	hisse
64	3	50	9.930282	9.8667115	tensorphylo
64	3	50	50.8581384	49.9554045	hisse
128	3	50	17.5310875	17.452675	tensorphylo
128	3	50	94.4884278	95.029554	hisse
256	3	50	34.9240214	34.4846695	tensorphylo
256	3	50	162.3373721	165.732701	hisse
512	3	50	70.90991	69.4216305	tensorphylo
512	3	50	281.8750943	284.5734355	hisse
1024	3	50	147.1824109	141.288665	tensorphylo
1024	3	50	558.7613414	575.878702	hisse
32	4	50	6.3697723	6.3511665	tensorphylo
32	4	50	36.8727842	35.882913	hisse
64	4	50	11.9086837	11.862858	tensorphylo
64	4	50	55.16673	53.7670515	hisse
128	4	50	21.7025423	21.776617	tensorphylo
128	4	50	82.6135814	82.2317935	hisse
256	4	50	45.5612705	44.952728	tensorphylo
256	4	50	176.0572144	180.7235105	hisse
512	4	50	85.0519293	83.6754035	tensorphylo
512	4	50	310.1299737	310.0506305	hisse
1024	4	50	183.3313688	178.6122565	tensorphylo
1024	4	50	559.9899556	559.305026	hisse
32	5	50	5.6669339	5.6207925	tensorphylo
32	5	50	39.1782921	38.997437	hisse
64	5	50	14.323965	14.209493	tensorphylo
64	5	50	48.0571578	47.9822795	hisse
128	5	50	24.3911747	24.1808365	tensorphylo
128	5	50	105.8720532	99.011515	hisse
256	5	50	49.6892325	49.238253	tensorphylo
256	5	50	152.8881062	144.8670015	hisse
512	5	50	103.8960992	102.8617225	tensorphylo
512	5	50	271.1344473	273.973521	hisse
1024	5	50	202.8747117	199.387387	tensorphylo
1024	5	50	532.2183391	531.9589075	hisse
32	6	50	6.6010164	6.5598975	tensorphylo
32	6	50	36.5528243	35.6441085	hisse
64	6	50	16.0789864	15.989262	tensorphylo
64	6	50	48.5617038	49.373553	hisse
128	6	50	26.8835483	26.676937	tensorphylo
128	6	50	82.9252798	79.0806565	hisse
256	6	50	63.9303693	63.440366	tensorphylo
256	6	50	158.1812349	158.4945815	hisse
512	6	50	118.7203995	117.042331	tensorphylo
512	6	50	279.9610708	280.50355	hisse
1024	6	50	257.5926106	254.0108465	tensorphylo
1024	6	50	526.7584798	520.7593885	hisse
32	7	50	10.427817	10.3601055	tensorphylo
32	7	50	34.5201058	34.441763	hisse
64	7	50	18.2094243	18.11175	tensorphylo
64	7	50	57.6025113	57.6461845	hisse
128	7	50	30.9495962	30.940691	tensorphylo
128	7	50	80.0904906	78.2818535	hisse
256	7	50	63.1777815	62.727335	tensorphylo
256	7	50	151.0537908	149.282968	hisse
512	7	50	129.8164714	129.251393	tensorphylo
512	7	50	301.1567875	294.9333975	hisse
1024	7	50	270.1448139	266.0380325	tensorphylo
1024	7	50	541.0091614	531.130933	hisse
32	8	50	9.4063635	9.3492505	tensorphylo
32	8	50	32.5298633	32.5394655	hisse
64	8	50	18.1218524	18.0508445	tensorphylo
64	8	50	47.3786119	46.075103	hisse
128	8	50	37.9989763	38.376287	tensorphylo
128	8	50	87.5196045	89.1320525	hisse
256	8	50	72.6965998	72.579348	tensorphylo
256	8	50	140.3272683	134.1090525	hisse
512	8	50	145.1298361	144.368298	tensorphylo
512	8	50	279.1883643	278.1349595	hisse
1024	8	50	302.6767026	297.3297245	tensorphylo
1024	8	50	551.7731579	564.419489	hisse
32	9	50	11.6880996	11.613291	tensorphylo
32	9	50	42.4705634	32.2369265	hisse
64	9	50	22.6230989	22.6243945	tensorphylo
64	9	50	51.8521055	52.768722	hisse
128	9	50	40.4818338	40.450149	tensorphylo
128	9	50	87.7001849	85.56208	hisse
256	9	50	82.0237882	81.838993	tensorphylo
256	9	50	142.7290811	143.498483	hisse
512	9	50	169.5786363	168.3014125	tensorphylo
512	9	50	305.4357894	297.972994	hisse
1024	9	50	351.6617929	346.2075055	tensorphylo
1024	9	50	530.6114589	538.0715565	hisse
32	0	51	2.1104135	2.098708	tensorphylo
32	0	51	24.4686319	23.7582905	hisse
64	0	51	4.1139441	4.0753795	tensorphylo
64	0	51	33.8469514	33.4267055	hisse
128	0	51	8.6814671	8.55711	tensorphylo
128	0	51	61.2267432	59.7645725	hisse
256	0	51	16.420869	15.828952	tensorphylo
256	0	51	97.5137399	92.7347225	hisse
512	0	51	35.630681	33.792651	tensorphylo
512	0	51	195.4183656	183.802795	hisse
1024	0	51	73.3435757	67.4501865	tensorphylo
1024	0	51	396.4149288	388.5272135	hisse
32	1	51	3.1303992	3.0823595	tensorphylo
32	1	51	35.6138095	34.680629	hisse
64	1	51	6.639458	6.490915	tensorphylo
64	1	51	51.473122	51.5882705	hisse
128	1	51	12.5373941	12.4036685	tensorphylo
128	1	51	93.4167206	92.948599	hisse
256	1	51	24.6998883	24.259741	tensorphylo
256	1	51	136.3393541	135.579415	hisse
512	1	51	48.1658037	46.3450265	tensorphylo
512	1	51	276.4517127	283.7278105	hisse
1024	1	51	101.431704	96.4348085	tensorphylo
1024	1	51	572.6423383	562.8223135	hisse
32	2	51	5.0125452	4.996588	tensorphylo
32	2	51	39.2703207	38.659064	hisse
64	2	51	7.4828813	7.4564445	tensorphylo
64	2	51	57.3097139	56.9801395	hisse
128	2	51	14.9071695	14.7209885	tensorphylo
128	2	51	85.3934757	84.336098	hisse
256	2	51	32.3888561	31.7865415	tensorphylo
256	2	51	149.4695016	155.1246685	hisse
512	2	51	64.2312027	62.5986565	tensorphylo
512	2	51	303.0921146	298.0065525	hisse
1024	2	51	126.6881468	120.5860635	tensorphylo
1024	2	51	585.4591843	591.194375	hisse
32	3	51	4.4531207	4.4249865	tensorphylo
32	3	51	33.3670218	33.4033765	hisse
64	3	51	9.473542	9.404006	tensorphylo
64	3	51	53.3971618	53.0901005	hisse
128	3	51	18.1026521	17.893343	tensorphylo
128	3	51	85.5462704	85.0916255	hisse
256	3	51	36.6732331	36.354741	tensorphylo
256	3	51	159.663471	158.508009	hisse
512	3	51	77.8940509	76.201698	tensorphylo
512	3	51	284.280757	276.281698	hisse
1024	3	51	152.8517679	148.462927	tensorphylo
1024	3	51	544.5317789	552.9969915	hisse
32	4	51	5.9405802	5.9045125	tensorphylo
32	4	51	40.6850544	40.5023215	hisse
64	4	51	9.2170911	9.151979	tensorphylo
64	4	51	51.366399	51.234871	hisse
128	4	51	23.0505034	22.7677305	tensorphylo
128	4	51	97.0734368	98.340345	hisse
256	4	51	42.9737113	42.3811055	tensorphylo
256	4	51	156.1768884	149.1914765	hisse
512	4	51	87.925115	86.3364265	tensorphylo
512	4	51	299.4748978	289.4332885	hisse
1024	4	51	175.3973563	170.678039	tensorphylo
1024	4	51	517.0251495	516.3786205	hisse
32	5	51	5.4689244	5.419503	tensorphylo
32	5	51	34.0708401	34.474194	hisse
64	5	51	11.7088866	11.608781	tensorphylo
64	5	51	52.5055061	50.018483	hisse
128	5	51	25.1116021	24.8741055	tensorphylo
128	5	51	105.1581694	94.4997725	hisse
256	5	51	48.0152763	47.73753	tensorphylo
256	5	51	156.3292649	154.3396415	hisse
512	5	51	102.6018563	101.162252	tensorphylo
512	5	51	289.5896338	279.4841055	hisse
1024	5	51	208.5652165	206.466939	tensorphylo
1024	5	51	518.1987417	504.5442165	hisse
32	6	51	8.7780098	8.7233445	tensorphylo
32	6	51	33.4865819	32.789422	hisse
64	6	51	14.9471773	14.876317	tensorphylo
64	6	51	63.1511028	62.3239155	hisse
128	6	51	31.9074874	31.7292645	tensorphylo
128	6	51	95.3184523	96.8402985	hisse
256	6	51	55.2144581	55.041065	tensorphylo
256	6	51	143.1895152	141.249879	hisse
512	6	51	116.7290869	115.251451	tensorphylo
512	6	51	282.0079384	279.4550365	hisse
1024	6	51	248.3499601	242.028289	tensorphylo
1024	6	51	505.4091771	517.6142375	hisse
32	7	51	8.9437769	8.9306405	tensorphylo
32	7	51	36.9733613	35.766924	hisse
64	7	51	15.8416005	15.67922	tensorphylo
64	7	51	55.2057087	55.6418585	hisse
128	7	51	34.7254051	34.7829855	tensorphylo
128	7	51	87.2387381	87.662551	hisse
256	7	51	66.2142169	65.9046505	tensorphylo
256	7	51	155.5077192	157.9018035	hisse
512	7	51	130.1436555	128.81503	tensorphylo
512	7	51	288.8973775	279.1072745	hisse
1024	7	51	269.3218168	264.780993	tensorphylo
1024	7	51	511.3094461	509.632993	hisse
32	8	51	10.2735586	10.2738415	tensorphylo
32	8	51	33.4111419	32.4741935	hisse
64	8	51	20.4724808	20.439115	tensorphylo
64	8	51	48.7095826	47.749502	hisse
128	8	51	37.3420374	37.217791	tensorphylo
128	8	51	77.7705425	74.817948	hisse
256	8	51	73.2082101	73.5281085	tensorphylo
256	8	51	159.8690368	156.839719	hisse
512	8	51	146.3507218	145.5067655	tensorphylo
512	8	51	293.8886519	287.5003025	hisse
1024	8	51	297.7707533	292.705396	tensorphylo
1024	8	51	548.8967988	538.028035	hisse
32	9	51	11.0776957	11.092591	tensorphylo
32	9	51	35.5875121	35.196204	hisse
64	9	51	22.1855018	22.098344	tensorphylo
64	9	51	53.3778139	52.8789095	hisse
128	9	51	41.6002564	41.561946	tensorphylo
128	9	51	89.9032379	89.4143785	hisse
256	9	51	88.1102136	87.71048	tensorphylo
256	9	51	168.7840071	173.436642	hisse
512	9	51	167.6228871	166.0119725	tensorphylo
512	9	51	309.6846276	288.9239045	hisse
1024	9	51	344.5393098	338.612235	tensorphylo
1024	9	51	569.1940907	572.079601	hisse
32	0	52	1.8875293	1.8682265	tensorphylo
32	0	52	17.9841498	17.2234645	hisse
64	0	52	4.1086551	4.04137	tensorphylo
64	0	52	33.5255237	33.4483535	hisse
128	0	52	9.4063471	9.271945	tensorphylo
128	0	52	53.0166818	51.995093	hisse
256	0	52	17.5574505	17.126233	tensorphylo
256	0	52	109.2884151	108.815681	hisse
512	0	52	33.118898	31.7824415	tensorphylo
512	0	52	171.0047147	164.8097295	hisse
1024	0	52	70.9312136	65.373434	tensorphylo
1024	0	52	367.9900511	369.3503655	hisse
32	1	52	3.2682904	3.2119195	tensorphylo
32	1	52	36.9560552	35.797346	hisse
64	1	52	5.8261369	5.7379295	tensorphylo
64	1	52	49.9675774	51.099694	hisse
128	1	52	12.898313	12.993556	tensorphylo
128	1	52	84.281445	79.857955	hisse
256	1	52	24.0701857	23.883484	tensorphylo
256	1	52	161.7168986	155.1349595	hisse
512	1	52	50.1659846	48.3075325	tensorphylo
512	1	52	309.8337733	297.706904	hisse
1024	1	52	102.5529515	96.2998775	tensorphylo
1024	1	52	580.6702285	572.5285715	hisse
32	2	52	5.2103538	5.1843475	tensorphylo
32	2	52	35.0648728	34.4615455	hisse
64	2	52	7.9645739	7.858019	tensorphylo
64	2	52	52.7737158	53.3545505	hisse
128	2	52	16.6039709	16.391144	tensorphylo
128	2	52	84.1789983	83.916422	hisse
256	2	52	31.4697673	31.098992	tensorphylo
256	2	52	162.0024226	166.739743	hisse
512	2	52	59.7912307	58.0298215	tensorphylo
512	2	52	322.4288462	331.2436945	hisse
1024	2	52	124.475713	118.9016605	tensorphylo
1024	2	52	566.825861	544.246382	hisse
32	3	52	4.6336273	4.6326515	tensorphylo
32	3	52	45.6165098	36.198285	hisse
64	3	52	9.3914108	9.231642	tensorphylo
64	3	52	60.6425834	59.618469	hisse
128	3	52	19.6980851	19.584347	tensorphylo
128	3	52	91.5122255	87.4492895	hisse
256	3	52	40.1059909	39.66545	tensorphylo
256	3	52	165.355132	162.0981125	hisse
512	3	52	74.749683	73.184754	tensorphylo
512	3	52	286.752319	295.639438	hisse
1024	3	52	150.9921637	144.6386315	tensorphylo
1024	3	52	564.3676773	559.862995	hisse
32	4	52	6.0490211	6.033478	tensorphylo
32	4	52	33.054651	32.7814065	hisse
64	4	52	12.9844171	13.1453175	tensorphylo
64	4	52	52.1041448	52.708083	hisse
128	4	52	21.7059453	21.641604	tensorphylo
128	4	52	86.1231855	86.061993	hisse
256	4	52	42.9921408	42.6968875	tensorphylo
256	4	52	168.4655232	165.066697	hisse
512	4	52	94.9075216	93.3747735	tensorphylo
512	4	52	291.5295652	296.0165765	hisse
1024	4	52	183.0072023	178.194651	tensorphylo
1024	4	52	560.5181627	555.193915	hisse
32	5	52	6.1144776	6.0778605	tensorphylo
32	5	52	31.1890936	30.0355955	hisse
64	5	52	13.7800385	13.544555	tensorphylo
64	5	52	57.8964526	49.8650405	hisse
128	5	52	27.0101194	26.8185715	tensorphylo
128	5	52	95.087651	96.3634275	hisse
256	5	52	51.5009774	51.1109485	tensorphylo
256	5	52	150.2770253	152.855421	hisse
512	5	52	100.0366093	98.5177725	tensorphylo
512	5	52	257.3119246	245.8141675	hisse
1024	5	52	200.0086928	194.934951	tensorphylo
1024	5	52	541.5136828	526.2042705	hisse
32	6	52	7.4521723	7.4242595	tensorphylo
32	6	52	35.8129547	34.0908235	hisse
64	6	52	15.5286598	15.4899025	tensorphylo
64	6	52	53.8000155	55.7503445	hisse
128	6	52	31.7632248	31.76065	tensorphylo
128	6	52	92.9980204	93.1139315	hisse
256	6	52	58.2071916	57.6255205	tensorphylo
256	6	52	156.3044804	157.767385	hisse
512	6	52	117.7164243	117.0909365	tensorphylo
512	6	52	293.6273015	286.471715	hisse
1024	6	52	246.8074581	241.30181	tensorphylo
1024	6	52	528.9781337	527.915959	hisse
32	7	52	8.5434078	8.495405	tensorphylo
32	7	52	30.2739367	29.0274875	hisse
64	7	52	14.4142921	14.321423	tensorphylo
64	7	52	53.3908191	53.2037525	hisse
128	7	52	37.2452979	37.421561	tensorphylo
128	7	52	110.134487	92.849461	hisse
256	7	52	67.9726044	67.367059	tensorphylo
256	7	52	159.1826681	158.1103705	hisse
512	7	52	125.9853986	125.9589085	tensorphylo
512	7	52	287.5711177	280.9957755	hisse
1024	7	52	263.9120882	258.7565965	tensorphylo
1024	7	52	555.8439372	577.9413505	hisse
32	8	52	9.7084187	9.675303	tensorphylo
32	8	52	34.1250298	33.332385	hisse
64	8	52	14.8639104	14.748356	tensorphylo
64	8	52	50.8497703	49.79737	hisse
128	8	52	41.4575641	41.2480295	tensorphylo
128	8	52	101.6007511	99.6912745	hisse
256	8	52	84.1754846	83.2053795	tensorphylo
256	8	52	156.6901018	146.854579	hisse
512	8	52	153.7866581	151.2699305	tensorphylo
512	8	52	299.3782485	296.7712635	hisse
1024	8	52	306.1972701	300.5875025	tensorphylo
1024	8	52	568.75323	556.573893	hisse
32	9	52	10.5089355	10.4334955	tensorphylo
32	9	52	32.1938437	30.883414	hisse
64	9	52	20.4648917	20.330793	tensorphylo
64	9	52	52.3771187	52.3074925	hisse
128	9	52	45.3664139	45.775188	tensorphylo
