ntips	nstates	this_algo	error	rep	mean_time	median_time	algo
64	2	3	2.97824900741261e-05	2	2.0630995	2.0636735	RUNGE_KUTTA_DOPRI5
128	2	3	2.48441809560518e-05	2	3.3486299	3.34888	RUNGE_KUTTA_DOPRI5
256	2	3	6.37753045111822e-05	2	7.2285132	7.3075325	RUNGE_KUTTA_DOPRI5
512	2	3	0.000153733207071127	2	13.8460157	13.8313705	RUNGE_KUTTA_DOPRI5
1024	2	3	0.000217650710283124	2	26.1736907	26.088054	RUNGE_KUTTA_DOPRI5
32	4	3	4.64799541788352e-06	2	0.8877935	0.862312	RUNGE_KUTTA_DOPRI5
64	4	3	2.50940694712654e-05	2	1.3756402	1.3684365	RUNGE_KUTTA_DOPRI5
128	4	3	5.63834734634838e-05	2	3.2517674	3.220386	RUNGE_KUTTA_DOPRI5
256	4	3	8.61374854252972e-05	2	6.6796667	6.6529265	RUNGE_KUTTA_DOPRI5
512	4	3	0.000117188531476131	2	13.4640597	13.5567115	RUNGE_KUTTA_DOPRI5
1024	4	3	0.000257247809031469	2	26.1439083	25.756815	RUNGE_KUTTA_DOPRI5
32	8	3	2.47468545921947e-06	2	1.2056378	1.204457	RUNGE_KUTTA_DOPRI5
64	8	3	2.7982480290234e-05	2	2.3681805	2.3667865	RUNGE_KUTTA_DOPRI5
128	8	3	3.61915499240695e-05	2	3.7970141	3.7829675	RUNGE_KUTTA_DOPRI5
256	8	3	5.5482125560502e-05	2	7.4361577	7.436457	RUNGE_KUTTA_DOPRI5
512	8	3	0.000127317859210052	2	15.2016561	14.893004	RUNGE_KUTTA_DOPRI5
1024	8	3	0.000272356342065905	2	32.0877972	32.081188	RUNGE_KUTTA_DOPRI5
32	16	3	5.789605971529e-06	2	1.2716232	1.2629435	RUNGE_KUTTA_DOPRI5
64	16	3	2.85881924355635e-05	2	2.3671678	2.3581765	RUNGE_KUTTA_DOPRI5
128	16	3	4.74302563873152e-05	2	4.999253	4.99749	RUNGE_KUTTA_DOPRI5
256	16	3	7.24375278196021e-05	2	8.4996526	8.377243	RUNGE_KUTTA_DOPRI5
512	16	3	0.000153337887923044	2	19.898981	19.7463175	RUNGE_KUTTA_DOPRI5
1024	16	3	0.000257929879580843	2	37.3680478	37.1139175	RUNGE_KUTTA_DOPRI5
32	32	3	3.03043150040594e-05	2	1.4855284	1.475754	RUNGE_KUTTA_DOPRI5
64	32	3	1.70015221954145e-05	2	2.8542273	2.8549735	RUNGE_KUTTA_DOPRI5
128	32	3	3.82581526423564e-05	2	5.6527848	5.612162	RUNGE_KUTTA_DOPRI5
256	32	3	0.000124069969331231	2	9.5387525	9.5150955	RUNGE_KUTTA_DOPRI5
512	32	3	0.000123205406111992	2	22.5207219	22.6540785	RUNGE_KUTTA_DOPRI5
1024	32	3	0.000286671085632406	2	44.6718821	44.555274	RUNGE_KUTTA_DOPRI5
32	2	0	0.50646213715013	3	0.5065017	0.4978835	EULER
64	2	0	0.433610433634328	3	0.8243419	0.820123	EULER
128	2	0	0.937514058310796	3	1.5997503	1.591169	EULER
256	2	0	2.36153749973982	3	3.0184036	3.005792	EULER
512	2	0	5.66170156828923	3	6.4797384	6.444011	EULER
1024	2	0	11.0945974205044	3	12.3144361	12.361459	EULER
32	4	0	0.315795850561692	3	0.4172488	0.409467	EULER
64	4	0	0.734270051820474	3	0.8503892	0.838614	EULER
128	4	0	1.4556924300737	3	1.3340006	1.2966045	EULER
256	4	0	2.99513937510579	3	3.1174309	3.065324	EULER
512	4	0	6.441100120133	3	6.3979598	6.3956925	EULER
1024	4	0	11.0843742383445	3	11.7523917	11.6381165	EULER
32	8	0	0.45460540392255	3	0.7502508	0.7415875	EULER
64	8	0	0.80343078449117	3	1.0460658	1.0298995	EULER
128	8	0	2.05873177517026	3	1.7388715	1.724501	EULER
