ntips	nstates	rep	likelihood	mean_time	median_time	method
256	4	59	-554.975934641121	11.0235593	10.990419	tensorphylo
256	4	59	-313.769243934173	6.4796564	6.4625635	diversitree
512	4	59	-1163.28862032661	21.9932733	22.0514605	tensorphylo
512	4	59	-653.944293211831	13.3611784	12.8015325	diversitree
1024	4	59	-2103.55329117853	39.6983156	39.950277	tensorphylo
1024	4	59	-1332.19168468419	26.4569761	25.783629	diversitree
32	8	59	-63.1971619327353	1.7442138	1.7389945	tensorphylo
32	8	59	-34.6401499717767	1.64492	1.634178	diversitree
64	8	59	-122.757714511508	4.8545312	4.8347405	tensorphylo
64	8	59	-83.5070934301209	3.4436187	3.448305	diversitree
128	8	59	-339.379089116421	8.2453214	8.14096	tensorphylo
128	8	59	-175.480890156658	7.0641032	7.056592	diversitree
256	8	59	-711.471042984369	16.7990817	16.8598765	tensorphylo
256	8	59	-313.374519296591	14.0518603	13.947626	diversitree
512	8	59	-1755.32900164794	35.4896574	35.5620265	tensorphylo
512	8	59	-662.980155745676	29.8846909	27.7361105	diversitree
1024	8	59	-3307.94308300839	68.7240647	68.6585385	tensorphylo
1024	8	59	-1439.79518868867	60.056349	57.0689045	diversitree
32	16	59	-68.7576724221149	3.6331453	3.6144165	tensorphylo
32	16	59	-35.4162588744186	7.2892014	7.2842855	diversitree
64	16	59	-239.885579420438	7.242486	7.206857	tensorphylo
64	16	59	-80.6766381392469	13.5060273	13.38855	diversitree
128	16	59	-336.445475726619	14.9600144	14.9604285	tensorphylo
128	16	59	-167.214796109493	29.119143	28.4254845	diversitree
256	16	59	-820.88019954411	30.7349448	30.53393	tensorphylo
256	16	59	-348.020607137587	61.1824345	59.027946	diversitree
512	16	59	-1610.0552047601	59.8683107	59.982508	tensorphylo
512	16	59	-656.888334041765	122.4551797	123.061459	diversitree
1024	16	59	-2606.96297322835	115.1049252	114.9824295	tensorphylo
1024	16	59	-1401.53978753338	246.2888204	245.189512	diversitree
32	31	59	-72.7529492960704	7.7629359	7.768844	tensorphylo
32	31	59	-36.8975190701842	42.2130629	40.6424595	diversitree
64	31	59	-171.050148193086	15.6042433	15.2708805	tensorphylo
64	31	59	-69.7994295207821	83.8450615	83.64574	diversitree
128	31	59	-430.387597373834	30.9466032	31.693615	tensorphylo
128	31	59	-148.357791279507	175.3962452	175.2552175	diversitree
256	31	59	-619.619971887855	71.0759887	70.3105105	tensorphylo
256	31	59	-339.586412004453	353.3330431	352.202628	diversitree
512	31	59	-1879.29317770664	155.4888715	157.0079625	tensorphylo
512	31	59	-717.404760476137	717.6657712	719.8627275	diversitree
1024	31	59	-2965.47246013398	263.6174581	261.6444725	tensorphylo
1024	31	59	-1279.55233569777	1396.8950961	1397.9327405	diversitree
32	64	59	-101.503527609856	20.9677321	21.1499115	tensorphylo
32	64	59	NA	NA	NA	diversitree
64	64	59	-196.999454215925	43.3440684	43.4779375	tensorphylo
64	64	59	NA	NA	NA	diversitree
128	64	59	-639.605262985056	95.1060231	93.48779	tensorphylo
128	64	59	NA	NA	NA	diversitree
256	64	59	-963.265924088839	191.880287	190.54627	tensorphylo
256	64	59	NA	NA	NA	diversitree
512	64	59	-1731.21766075336	355.4849117	353.153992	tensorphylo
512	64	59	NA	NA	NA	diversitree
1024	64	59	-3473.54242305727	689.5032156	688.161589	tensorphylo
1024	64	59	NA	NA	NA	diversitree
32	128	59	-62.8439992521222	67.911334	67.864799	tensorphylo
32	128	59	NA	NA	NA	diversitree
64	128	59	-244.323910223654	156.3144721	155.6790705	tensorphylo
64	128	59	NA	NA	NA	diversitree
128	128	59	-520.514610332051	260.5702684	258.783267	tensorphylo
128	128	59	NA	NA	NA	diversitree
256	128	59	-879.790948909738	539.3509	540.817757	tensorphylo
256	128	59	NA	NA	NA	diversitree
512	128	59	-1897.85738548926	1073.0111271	1082.5394	tensorphylo
512	128	59	NA	NA	NA	diversitree
1024	128	59	-3740.26003029779	2053.2902828	2052.0776955	tensorphylo
1024	128	59	NA	NA	NA	diversitree
32	2	60	-84.2648662900179	1.3599659	1.361282	tensorphylo
32	2	60	-49.8307681628835	0.5798302	0.573549	diversitree
64	2	60	-134.400981625377	2.4572653	2.456146	tensorphylo
64	2	60	-101.914740487126	1.1594554	1.153699	diversitree
128	2	60	-301.218680011138	4.1921065	4.185075	tensorphylo
128	2	60	-154.440473386645	2.2651516	2.2650655	diversitree
256	2	60	-366.057472558528	7.0917618	7.0867885	tensorphylo
256	2	60	-295.560994618074	4.6114914	4.5826315	diversitree
512	2	60	-1161.68908062271	17.0907926	17.120288	tensorphylo
512	2	60	-657.027777291431	9.8636242	9.319054	diversitree
1024	2	60	-2633.67356280338	34.8364249	34.8240675	tensorphylo
1024	2	60	-1384.11574638589	19.6604676	18.969839	diversitree
32	4	60	-105.055459644795	1.730487	1.732619	tensorphylo
32	4	60	-43.8151894829649	0.8378596	0.8344525	diversitree
64	4	60	-179.787212038161	3.0789688	3.070695	tensorphylo
64	4	60	-83.0576707464851	1.5675366	1.556155	diversitree
128	4	60	-349.700227463947	6.1272491	6.1318165	tensorphylo
128	4	60	-176.603072175523	3.2071307	3.2159375	diversitree
256	4	60	-564.300116317508	9.6382923	9.6749135	tensorphylo
256	4	60	-304.39090697506	6.3560988	6.316296	diversitree
512	4	60	-1200.03947366569	20.001604	20.0233135	tensorphylo
512	4	60	-665.24947605616	13.2190724	12.6264215	diversitree
1024	4	60	-3019.89730070375	49.5656708	49.569205	tensorphylo
1024	4	60	-1440.69494823499	25.9242918	25.4466705	diversitree
32	8	60	-80.6692749722971	2.3194643	2.3105345	tensorphylo
32	8	60	-45.4318671537964	1.8610515	1.848034	diversitree
64	8	60	-163.843737954237	4.2536065	4.2376575	tensorphylo
64	8	60	-80.4822375364882	3.5941092	3.602342	diversitree
128	8	60	-368.69419330581	7.3632925	7.357696	tensorphylo
128	8	60	-152.043270913791	6.8191897	6.80108	diversitree
256	8	60	-713.875937354063	17.3432296	17.1847195	tensorphylo
256	8	60	-359.334646556957	14.0594371	13.9968875	diversitree
512	8	60	-1412.67481716349	35.486033	35.338597	tensorphylo
512	8	60	-656.157324078156	29.9523778	28.119358	diversitree
1024	8	60	-3217.26912044333	69.046173	68.7026545	tensorphylo
1024	8	60	-1338.60728564611	59.1089743	55.9465705	diversitree
32	16	60	-65.2283964724273	2.9970754	2.995665	tensorphylo
32	16	60	-30.4325795380525	6.6969277	6.686485	diversitree
64	16	60	-144.282875466492	7.9629913	7.857158	tensorphylo
64	16	60	-85.7926731219361	15.4293209	15.136134	diversitree
128	16	60	-431.161232002668	14.5335734	14.517116	tensorphylo
128	16	60	-164.910014641967	29.6388672	28.874168	diversitree
256	16	60	-787.823163359591	29.9008859	29.9105455	tensorphylo
256	16	60	-320.03286848255	60.3445667	57.5292935	diversitree
512	16	60	-1375.70083591716	57.2554176	57.4384785	tensorphylo
512	16	60	-607.129981735372	118.3639701	119.54821	diversitree
1024	16	60	-3130.60016188515	113.372585	113.634903	tensorphylo
1024	16	60	-1314.71680191833	244.5089243	245.8939125	diversitree
32	31	60	-111.472805540512	9.3295787	9.4626565	tensorphylo
32	31	60	-41.7922093784999	42.2408445	40.9062945	diversitree
64	31	60	-212.061923577742	19.7393147	20.0996555	tensorphylo
64	31	60	-83.9753696139507	91.0155556	90.851121	diversitree
128	31	60	-745.834799599605	39.2812226	39.3225875	tensorphylo
128	31	60	-170.161685167385	172.7744551	172.057033	diversitree
256	31	60	-814.816911655491	71.9534092	72.0783075	tensorphylo
256	31	60	-326.132310478004	345.858985	347.3285275	diversitree
512	31	60	-1671.09291250543	139.0108362	142.430392	tensorphylo
512	31	60	-632.034686619845	692.760846	690.8822465	diversitree
1024	31	60	-3312.98883640274	284.0900168	283.444685	tensorphylo
1024	31	60	-1370.52363376113	1432.3227902	1432.5408815	diversitree
32	64	60	-106.460660669029	27.8396478	27.820632	tensorphylo
32	64	60	NA	NA	NA	diversitree
64	64	60	-125.397049125991	39.0436563	38.98403	tensorphylo
64	64	60	NA	NA	NA	diversitree
128	64	60	-326.031674702791	81.5126658	81.364131	tensorphylo
128	64	60	NA	NA	NA	diversitree
256	64	60	-817.112475677397	202.0448471	205.628325	tensorphylo
256	64	60	NA	NA	NA	diversitree
512	64	60	-1490.32445618228	326.0416883	325.416795	tensorphylo
512	64	60	NA	NA	NA	diversitree
1024	64	60	-4503.58946559362	766.3682936	769.40682	tensorphylo
1024	64	60	NA	NA	NA	diversitree
32	128	60	-76.7546559633675	45.9686916	45.9478185	tensorphylo
32	128	60	NA	NA	NA	diversitree
64	128	60	-215.220339645058	157.4997083	157.352629	tensorphylo
64	128	60	NA	NA	NA	diversitree
128	128	60	-376.687124866871	256.1906976	256.2881095	tensorphylo
128	128	60	NA	NA	NA	diversitree
256	128	60	-1037.82644021636	534.0168861	534.20417	tensorphylo
256	128	60	NA	NA	NA	diversitree
512	128	60	-1403.49931701731	951.4797225	952.9747465	tensorphylo
512	128	60	NA	NA	NA	diversitree
1024	128	60	-3628.11018555877	2105.1262835	2110.7589455	tensorphylo
1024	128	60	NA	NA	NA	diversitree
32	2	61	-51.5705967423011	0.9488138	0.9364605	tensorphylo
32	2	61	-29.2390378709405	0.575517	0.5694285	diversitree
64	2	61	-162.78610880964	2.525682	2.5191835	tensorphylo
64	2	61	-102.560937488312	1.1690412	1.159685	diversitree
128	2	61	-268.371731343806	4.6958653	4.672196	tensorphylo
128	2	61	-175.550969975698	2.3492139	2.357131	diversitree
256	2	61	-550.060492829701	9.1862755	9.185845	tensorphylo
256	2	61	-349.086834086901	4.7225768	4.7141185	diversitree
512	2	61	-852.8923324333	15.1965516	15.230844	tensorphylo
512	2	61	-612.697130803393	9.7117274	9.2154265	diversitree
1024	2	61	-1954.14289287914	33.7031726	33.6424885	tensorphylo
1024	2	61	-1346.44158949884	19.3991008	18.7411	diversitree
32	4	61	-74.4181538019903	1.6582737	1.6465395	tensorphylo
32	4	61	-43.4620401564788	0.821845	0.8028005	diversitree
64	4	61	-118.135494726748	2.9472317	2.9417705	tensorphylo
64	4	61	-84.6061451102188	1.505356	1.499657	diversitree
128	4	61	-388.195881871725	5.1823057	5.1034135	tensorphylo
128	4	61	-151.993275468903	3.1304812	3.130186	diversitree
256	4	61	-553.380393624529	10.6991755	10.723755	tensorphylo
256	4	61	-309.569213977317	6.4968149	6.3875335	diversitree
512	4	61	-1233.85384074021	20.5983426	20.321158	tensorphylo
512	4	61	-683.51426901379	14.0347387	13.276661	diversitree
1024	4	61	-2484.55233568438	40.703529	40.5564415	tensorphylo
1024	4	61	-1330.8947002662	26.0097891	25.5166165	diversitree
32	8	61	-91.655992094468	2.1247758	2.126547	tensorphylo
32	8	61	-36.3678608836176	1.744304	1.737908	diversitree
64	8	61	-178.507096197639	4.5722503	4.5702905	tensorphylo
64	8	61	-83.4340122892279	3.5480744	3.535553	diversitree
128	8	61	-313.227821507532	7.7499061	7.7525465	tensorphylo
128	8	61	-160.213119627007	6.9799876	6.9715785	diversitree
256	8	61	-558.557510174573	15.9312552	15.8009695	tensorphylo
256	8	61	-320.523520174582	13.4943013	13.232996	diversitree
512	8	61	-1418.9809151674	33.0423059	33.1503655	tensorphylo
512	8	61	-641.257963745617	30.1851307	27.9648495	diversitree
1024	8	61	-2723.99017223502	72.6734143	72.7594405	tensorphylo
1024	8	61	-1323.55183933623	59.3319528	56.4425475	diversitree
32	16	61	-72.649426044519	4.1580109	4.139278	tensorphylo
32	16	61	-44.1499789641586	7.3466424	7.340312	diversitree
64	16	61	-131.275730313119	6.2677643	6.1442805	tensorphylo
64	16	61	-71.3723781054175	14.842656	14.8164775	diversitree
128	16	61	-347.360438875062	15.5906764	15.5830955	tensorphylo
128	16	61	-164.715161068823	31.4266271	30.3239075	diversitree
256	16	61	-798.828305927585	31.8887791	31.9519765	tensorphylo
256	16	61	-364.030292038497	63.6127382	61.5405695	diversitree
512	16	61	-1505.39668487198	59.9386052	59.9027835	tensorphylo
512	16	61	-663.463001431215	123.980638	124.908673	diversitree
1024	16	61	-3427.10150354325	120.7884969	121.0512085	tensorphylo
1024	16	61	-1297.84006308332	242.730906	243.758448	diversitree
32	31	61	-119.738672649417	10.9614607	10.972543	tensorphylo
32	31	61	-44.9335249583069	46.3457481	45.0800125	diversitree
64	31	61	-179.878938610917	16.1467307	16.3985855	tensorphylo
64	31	61	-71.2636441527611	87.738114	88.7084815	diversitree
128	31	61	-475.04313249667	35.4245412	35.0085675	tensorphylo
128	31	61	-166.075306262817	170.9339323	170.090837	diversitree
256	31	61	-1021.97798969403	69.2562611	70.7283825	tensorphylo
256	31	61	-314.899235598405	345.1092631	346.835851	diversitree
512	31	61	-2160.48489793734	152.6196997	151.270853	tensorphylo
512	31	61	-711.412597782517	705.3570136	704.248267	diversitree
1024	31	61	-3294.25021252029	276.3069253	272.873204	tensorphylo
1024	31	61	-1318.60396635439	1409.2923686	1403.2217815	diversitree
32	64	61	-132.18632613858	26.5794267	26.484565	tensorphylo
32	64	61	NA	NA	NA	diversitree
64	64	61	-250.120709894871	47.7876074	48.0834675	tensorphylo
64	64	61	NA	NA	NA	diversitree
128	64	61	-377.072764281774	82.0916719	82.067691	tensorphylo
128	64	61	NA	NA	NA	diversitree
256	64	61	-1416.36085467242	192.9285668	192.396805	tensorphylo
256	64	61	NA	NA	NA	diversitree
512	64	61	-1653.67369954983	333.4643775	334.418222	tensorphylo
512	64	61	NA	NA	NA	diversitree
1024	64	61	-2815.57252377153	697.9835121	696.861379	tensorphylo
1024	64	61	NA	NA	NA	diversitree
32	128	61	-116.80650458738	77.8188733	77.7932565	tensorphylo
32	128	61	NA	NA	NA	diversitree
64	128	61	-175.315853987183	113.9373354	113.821412	tensorphylo
64	128	61	NA	NA	NA	diversitree
128	128	61	-383.591363807908	218.6689859	218.701749	tensorphylo
128	128	61	NA	NA	NA	diversitree
256	128	61	-1380.23163564454	540.160076	540.0902735	tensorphylo
256	128	61	NA	NA	NA	diversitree
512	128	61	-2251.02698641038	1095.0792746	1098.602708	tensorphylo
512	128	61	NA	NA	NA	diversitree
1024	128	61	-3011.30752616989	1940.0493037	1936.532746	tensorphylo
1024	128	61	NA	NA	NA	diversitree
32	2	62	-91.1856904852736	1.2130506	1.199496	tensorphylo
32	2	62	-43.0618467798316	0.5827863	0.577034	diversitree
64	2	62	-129.735845357105	2.1821676	2.1934795	tensorphylo
64	2	62	-77.390919305408	1.1496482	1.142178	diversitree
128	2	62	-287.043378238032	4.1525989	4.1529105	tensorphylo
128	2	62	-163.345232246763	2.2634091	2.2568655	diversitree
256	2	62	-608.432715498659	8.88142	8.857968	tensorphylo
256	2	62	-335.778080008898	4.6356937	4.6107165	diversitree
512	2	62	-872.625569758733	15.9590204	15.868025	tensorphylo
512	2	62	-653.503782287728	10.3403189	9.2918095	diversitree
1024	2	62	-2442.1940454722	35.8802357	36.1871125	tensorphylo
1024	2	62	-1384.61307261263	19.375575	18.6150455	diversitree
32	4	62	-121.772967427513	1.9034537	1.900965	tensorphylo
32	4	62	-47.7682566557171	0.7953836	0.7901315	diversitree
64	4	62	-166.895539990912	3.519358	3.50386	tensorphylo
64	4	62	-100.567625459659	1.5968639	1.5945925	diversitree
128	4	62	-221.994865260476	5.165713	5.154848	tensorphylo
128	4	62	-153.801038269189	3.1512108	3.149333	diversitree
256	4	62	-549.254736130775	9.6188337	9.5987765	tensorphylo
256	4	62	-333.074804682015	6.3369477	6.281487	diversitree
512	4	62	-1386.73847848699	22.0515466	22.1594545	tensorphylo
512	4	62	-643.054462135577	14.1266812	12.771254	diversitree
1024	4	62	-2818.2492570081	46.7653831	46.766568	tensorphylo
1024	4	62	-1397.77619071786	26.2136493	25.706795	diversitree
32	8	62	-108.34447002556	2.9934674	2.9812125	tensorphylo
32	8	62	-52.3226459366109	1.8452296	1.808018	diversitree
64	8	62	-213.655338187915	4.3189441	4.3124825	tensorphylo
64	8	62	-77.9776883200199	3.4546067	3.4462755	diversitree
128	8	62	-337.762741971865	9.2774636	9.26682	tensorphylo
128	8	62	-172.879563666764	6.9301029	6.8822395	diversitree
256	8	62	-764.87522646893	18.7149871	18.732941	tensorphylo
256	8	62	-347.413494729754	14.0894286	13.936556	diversitree
512	8	62	-1468.18144378392	34.6530155	34.7500625	tensorphylo
512	8	62	-674.467834460001	29.8971508	28.0149515	diversitree
1024	8	62	-2684.7592164281	63.7041067	63.3936875	tensorphylo
1024	8	62	-1320.31387019154	59.438889	56.753225	diversitree
32	16	62	-98.8949715827905	5.1095881	5.101343	tensorphylo
32	16	62	-49.5693205390875	7.8638533	7.8622215	diversitree
64	16	62	-278.35392803163	10.274518	10.269762	tensorphylo
64	16	62	-105.326256747868	15.4242041	15.3612445	diversitree
128	16	62	-325.494140997422	15.0538593	14.957087	tensorphylo
128	16	62	-151.59939835197	30.3934558	29.4440885	diversitree
256	16	62	-852.334018832001	31.2016314	31.301245	tensorphylo
256	16	62	-349.909553388803	63.7688211	60.9376235	diversitree
512	16	62	-1505.00963911549	55.3580032	55.3091435	tensorphylo
512	16	62	-627.888146333623	120.0378156	120.3822525	diversitree
1024	16	62	-2673.47199734257	118.4782699	118.7160945	tensorphylo
1024	16	62	-1324.44113335282	242.7955835	243.918266	diversitree
32	31	62	-103.40047626192	8.7551359	8.5647975	tensorphylo
32	31	62	-35.9146423281375	44.085004	43.272753	diversitree
64	31	62	-168.103859707608	18.5365182	18.528023	tensorphylo
64	31	62	-87.537246830265	91.2747248	91.740329	diversitree
128	31	62	-442.082945028611	29.8209728	29.8653635	tensorphylo
128	31	62	-130.391002851764	158.0870251	156.804582	diversitree
256	31	62	-737.037715817319	69.3115086	69.153634	tensorphylo
256	31	62	-347.979492451474	354.7259853	354.0527325	diversitree
512	31	62	-1484.94624444582	149.9122606	151.488071	tensorphylo
512	31	62	-690.159309872837	696.6717007	697.829717	diversitree
1024	31	62	-3692.55772122304	294.1330078	292.814825	tensorphylo
1024	31	62	-1332.49461417225	1403.9631845	1405.226702	diversitree
32	64	62	-104.326690773598	22.7800182	22.590467	tensorphylo
32	64	62	NA	NA	NA	diversitree
64	64	62	-185.064459634863	41.7173565	41.8504835	tensorphylo
64	64	62	NA	NA	NA	diversitree
128	64	62	-486.596719840791	95.9785523	95.729096	tensorphylo
128	64	62	NA	NA	NA	diversitree
256	64	62	-889.313702568325	176.1792919	175.630757	tensorphylo
256	64	62	NA	NA	NA	diversitree
512	64	62	-1708.20676013947	347.391688	350.1501475	tensorphylo
512	64	62	NA	NA	NA	diversitree
1024	64	62	-2833.21873850526	672.2787548	665.6977505	tensorphylo
1024	64	62	NA	NA	NA	diversitree
32	128	62	-106.116404661157	62.4644922	62.4204705	tensorphylo
32	128	62	NA	NA	NA	diversitree
64	128	62	-213.233136550258	147.0635601	147.081309	tensorphylo
64	128	62	NA	NA	NA	diversitree
128	128	62	-254.785200679616	207.4240184	207.248276	tensorphylo
128	128	62	NA	NA	NA	diversitree
256	128	62	-1182.84233013981	544.9927501	547.5755205	tensorphylo
256	128	62	NA	NA	NA	diversitree
512	128	62	-1765.34446777996	1046.1228966	1053.473557	tensorphylo
512	128	62	NA	NA	NA	diversitree
1024	128	62	-3423.26187976549	2170.0914641	2171.5253735	tensorphylo
1024	128	62	NA	NA	NA	diversitree
32	2	63	-55.7201655574562	1.1375696	1.135741	tensorphylo
32	2	63	-38.6745232128423	0.5783665	0.5723395	diversitree
64	2	63	-101.914283702762	1.9478034	1.935856	tensorphylo
64	2	63	-70.0927873163206	1.1771592	1.176208	diversitree
128	2	63	-283.260232565835	4.3506617	4.335545	tensorphylo
128	2	63	-174.826565763485	2.3694884	2.3523545	diversitree
256	2	63	-535.38973879587	8.1475692	8.1272045	tensorphylo
256	2	63	-318.612372719465	4.736525	4.6487645	diversitree
512	2	63	-1031.20737336676	17.7161205	17.6780725	tensorphylo
512	2	63	-701.10530514234	10.4888988	9.4608935	diversitree
1024	2	63	-2266.24771885503	33.8358609	33.973051	tensorphylo
1024	2	63	-1302.68826454759	19.5303213	18.748152	diversitree
32	4	63	-57.8016135601185	1.3267682	1.32143	tensorphylo
32	4	63	-36.1995935813673	0.7726081	0.765429	diversitree
64	4	63	-185.119715276265	3.4881693	3.4856355	tensorphylo
64	4	63	-103.400015296166	1.5770404	1.5726575	diversitree
128	4	63	-413.363882694275	6.3344057	6.320601	tensorphylo
128	4	63	-189.132297943588	3.237606	3.243551	diversitree
256	4	63	-622.510946013475	10.7988547	10.789273	tensorphylo
256	4	63	-340.135061603606	6.4810094	6.346882	diversitree
512	4	63	-1423.66972220144	22.6186668	22.6048375	tensorphylo
512	4	63	-676.000344316309	14.0352471	12.759159	diversitree
1024	4	63	-3026.54115719235	43.2805184	43.038807	tensorphylo
1024	4	63	-1315.94602506293	26.2504878	25.494005	diversitree
32	8	63	-65.9483020253472	2.522074	2.518425	tensorphylo
32	8	63	-46.6360553883098	1.7962879	1.7824545	diversitree
64	8	63	-157.573940137079	4.7529004	4.722954	tensorphylo
64	8	63	-93.4671784518373	3.5409117	3.530223	diversitree
128	8	63	-262.318773797914	7.2439948	7.2041305	tensorphylo
128	8	63	-164.094792204634	6.9052856	6.8864215	diversitree
256	8	63	-651.522972236986	18.2645857	18.2813875	tensorphylo
256	8	63	-351.526941052577	14.2002844	14.0178795	diversitree
512	8	63	-1219.23746255582	33.5528707	33.750175	tensorphylo
512	8	63	-637.042857406846	29.3967991	27.858434	diversitree
1024	8	63	-2694.23732189256	68.7522317	69.1157705	tensorphylo
1024	8	63	-1329.96102737753	60.098169	56.892789	diversitree
32	16	63	-61.9548572707204	3.4614742	3.4241355	tensorphylo
32	16	63	-43.4782622963472	7.0243906	7.0596875	diversitree
64	16	63	-170.463181946572	7.9379034	7.9325365	tensorphylo
64	16	63	-87.1872918541023	15.646584	15.6027345	diversitree
128	16	63	-319.417309393061	13.3125483	13.31885	tensorphylo
128	16	63	-164.631339533223	30.2504068	29.339846	diversitree
256	16	63	-724.552630406002	27.300055	27.21047	tensorphylo
256	16	63	-307.757738011746	59.8734644	58.142797	diversitree
512	16	63	-1251.34718514898	61.3937567	61.4322065	tensorphylo
512	16	63	-687.037416298427	123.7528133	124.457345	diversitree
1024	16	63	-3347.03549679671	122.6844681	123.0360185	tensorphylo
1024	16	63	-1368.08968843624	246.0723486	245.921321	diversitree
32	31	63	-99.73892282044	10.9296365	10.9238555	tensorphylo
32	31	63	-45.1755798744524	42.8932201	41.55883	diversitree
64	31	63	-196.018752570708	20.8442483	20.899463	tensorphylo
64	31	63	-98.8816627248296	90.903068	91.5947995	diversitree
128	31	63	-367.498446097329	37.761697	37.8490065	tensorphylo
128	31	63	-183.545585865787	175.2084816	174.0664225	diversitree
256	31	63	-839.094442105541	73.9690102	74.3995635	tensorphylo
256	31	63	-355.865034916048	350.8555771	352.3546765	diversitree
512	31	63	-1512.81082191835	148.8973097	148.528855	tensorphylo
512	31	63	-695.53034335503	714.6647311	715.82597	diversitree
1024	31	63	-2639.46954239715	279.3842254	280.072394	tensorphylo
1024	31	63	-1353.87374132863	1408.7002753	1405.322478	diversitree
32	64	63	-72.8638395825032	17.8942491	17.8707725	tensorphylo
32	64	63	NA	NA	NA	diversitree
64	64	63	-164.55863861555	39.3107385	39.4761735	tensorphylo
64	64	63	NA	NA	NA	diversitree
128	64	63	-515.977625159227	84.3530105	84.1243945	tensorphylo
128	64	63	NA	NA	NA	diversitree
256	64	63	-700.054586023048	171.4781253	170.5971255	tensorphylo
256	64	63	NA	NA	NA	diversitree
512	64	63	-1540.09913713282	355.4204105	356.1580005	tensorphylo
512	64	63	NA	NA	NA	diversitree
1024	64	63	-2888.13883809365	674.4564657	665.547711	tensorphylo
1024	64	63	NA	NA	NA	diversitree
32	128	63	-80.2852878426413	71.4413479	71.33631	tensorphylo
32	128	63	NA	NA	NA	diversitree
64	128	63	-248.382925895911	138.5576591	138.0220515	tensorphylo
64	128	63	NA	NA	NA	diversitree
128	128	63	-477.827153584803	255.4574413	255.3720465	tensorphylo
128	128	63	NA	NA	NA	diversitree
256	128	63	-817.078065518568	517.2872338	516.544773	tensorphylo
256	128	63	NA	NA	NA	diversitree
512	128	63	-1994.78967257111	1086.9834925	1084.60416	tensorphylo
512	128	63	NA	NA	NA	diversitree
1024	128	63	-3117.63228447866	1880.6575975	1884.055124	tensorphylo
1024	128	63	NA	NA	NA	diversitree
32	2	64	-52.6782413729585	1.1910869	1.181661	tensorphylo
32	2	64	-42.7881519343327	0.582856	0.575107	diversitree
64	2	64	-120.30977464617	2.4311073	2.380624	tensorphylo
64	2	64	-88.7065679133194	1.1516326	1.1478975	diversitree
128	2	64	-278.535404495368	3.8361158	3.7960875	tensorphylo
128	2	64	-146.122281512388	2.2596658	2.2482555	diversitree
256	2	64	-522.974622830395	8.8963563	8.886627	tensorphylo
256	2	64	-340.072242912939	4.6640247	4.585194	diversitree
512	2	64	-1204.43341392195	18.7702059	18.7755605	tensorphylo
512	2	64	-727.492108925666	10.3090564	9.1848405	diversitree
1024	2	64	-2477.00437308515	33.1469666	32.9624625	tensorphylo
1024	2	64	-1318.34388381588	19.202432	18.4315705	diversitree
32	4	64	-54.3364274487381	1.2880888	1.285104	tensorphylo
32	4	64	-35.3495642898012	0.7586025	0.7528215	diversitree
64	4	64	-111.362911609929	2.2623472	2.2531755	tensorphylo
64	4	64	-74.1661569068646	1.5608823	1.561936	diversitree
128	4	64	-415.176579595416	5.7000578	5.688053	tensorphylo
128	4	64	-179.576296862972	3.285576	3.269955	diversitree
256	4	64	-638.722273525687	10.526955	10.4451395	tensorphylo
256	4	64	-329.603285654292	6.6200937	6.5972895	diversitree
512	4	64	-1283.20984661463	21.4540495	21.305896	tensorphylo
512	4	64	-684.260121541567	14.0758904	12.9125605	diversitree
1024	4	64	-2745.31510098995	47.738104	47.4835145	tensorphylo
1024	4	64	-1408.02990861353	26.08748	25.5936145	diversitree
32	8	64	-51.8495244820683	2.0219437	2.0043465	tensorphylo
32	8	64	-38.1687410561207	1.7390232	1.688626	diversitree
64	8	64	-218.507052002298	5.0138449	5.0139515	tensorphylo
64	8	64	-95.9687797574987	3.6067044	3.5945725	diversitree
128	8	64	-320.037267430546	8.0983364	8.07659	tensorphylo
128	8	64	-158.13502405406	6.8635066	6.861514	diversitree
256	8	64	-795.413274650978	18.4438623	18.2534255	tensorphylo
256	8	64	-327.070230474556	14.4159116	14.2525635	diversitree
512	8	64	-1610.69484885203	35.4728433	35.494397	tensorphylo
512	8	64	-657.036153788247	29.7459961	28.1612805	diversitree
1024	8	64	-2508.96645957415	69.286638	69.0766565	tensorphylo
1024	8	64	-1359.69755135452	59.3820712	57.0922335	diversitree
32	16	64	-84.807388660105	3.9708623	3.943954	tensorphylo
32	16	64	-40.7003912345151	7.6841708	7.6349585	diversitree
64	16	64	-193.719827628623	7.6157705	7.206652	tensorphylo
64	16	64	-76.0865704694548	14.4952015	14.501905	diversitree
128	16	64	-317.922971069544	16.5932863	16.5427005	tensorphylo
128	16	64	-193.548730875035	31.5691021	30.9273455	diversitree
256	16	64	-762.398384276518	29.4288857	29.6070635	tensorphylo
256	16	64	-315.924118986434	58.8258857	56.8010925	diversitree
512	16	64	-1496.24493519424	60.7401798	60.983769	tensorphylo
512	16	64	-701.573821226352	124.3811957	124.4456395	diversitree
1024	16	64	-2740.69902753223	116.7075004	116.604082	tensorphylo
1024	16	64	-1292.89829833346	243.265751	243.51376	diversitree
32	31	64	-99.9603854367597	9.208231	9.301957	tensorphylo
32	31	64	-38.4884164828639	44.7398232	43.2719945	diversitree
64	31	64	-201.557607439483	19.3293024	19.9586155	tensorphylo
64	31	64	-81.8369676423554	90.0022324	90.900854	diversitree
128	31	64	-267.378002156698	32.644569	31.9239735	tensorphylo
128	31	64	-150.299774986892	172.6379128	172.7481905	diversitree
